ID	ISBN	Price	Title	Teaser	Auth_1	Auth_2	Auth_3	Review	Reviewer	Issue_date	Issue	Record_type	Sub_headline	Headline	Publisher	Pub_date	Categories	SubCategories	Metadata	Image	Field21	Image2	Image3	Image4	Image5	Audio1
1902	1888295015		Rebel Boast: First at Bethel Last at Appomattox		Wellman, Manly Wade	Roberts, Ralph		First published in 1956, <b>Rebel Boast</b> elegantly narrates the combat experience of the Enfield Blues, a unit raised in a North Carolina town that offered its name and its sons (five from one extended family alone) to the outfit.		Winter 2001	2000-12-01	Annotation			Alexander Books	1999-04-01		MilGeneral, Regiment		"<img hspace=6 align=LEFT width=161 height=244 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ManlyWadeWellmanRebelBoast.jpg"">"						
1486	1882810341		1876 Facts about Custer and the Battle of the Little Bighorn		Russell, Jerry L.			Divided into thematic clusters, Jerry L. Russell's collection of Custer trivia recalls the details and denouement of the 1876 battle. Autographed copies are available for $15.00 postage-paid from the Order of the Indian Wars, Box 7401, Little Rock, Arkansas 72217.		Spring 2001	2001-03-01	Annotation			Savas Publishing	1999-06-01		BioGeneral		"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/JerryRussell1876FactsAboutCuster.jpg"">"						
1859	942979567	$22.00	Cush: A Civil War Memoir		Sprott, Robert	Quist, Andrew	Smith, Louis	A young foot soldier in the 40th Alabama, Samuel H. Sprott had a post-war career as a lawyer and judge. In 1899, he began writing the plainspoken and direct Civil War reflections collected in Cush.		Summer 2000	2000-06-01	Annotation			Livingston University Press	1999-06-01			diary, memoir, soldier, Cush, Sprott, Louis Smith	"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/QuistCush.jpg"">"						
2150	253334950	$35.00	Freedom's Women: Black Women & Families in Civil War Era Mississippi		Frankel, Noralee			Noralee Frankel examines slave marriage, forced family separation, sexual relations, post-war family law, and many other topics to reveal the status and practices of female black Mississippians during the Civil War and its aftermath.		Summer 2000	2000-06-01	Annotation			Indiana University Press	1999-07-01			slavery, Freedom, Women, Black, Families, Civil War	"<img hspace=6 align=LEFT width=161 height=284 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/NoraleeFrankelFreedom'sWomen.jpg"">"						
1610	736803505		Civil War Cooking: The Confederacy		Dosier, Susan			The <b>Civil War Cooking</b> books offer recipes for food eaten in the Civil War period updated for modern cooking techniques. Recipes are accompanied by simple descriptions of favorite foods, battlefield privations, and foraging on the run.  Though presented as what soldiers might have cooked and eaten, several recipes require equipment that the average foot soldier would not have carried in the field.		Summer 2000	2000-06-01	Annotation			Blue Earth Books	1999-09-01		FKGeneral, FKChildren		"<img hspace=6 align=LEFT width=161 height=138 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DosierCivilWarCooking.jpg"">"						
1611	736803513		Civil War Cooking: The Union		Dosier, Susan			The <b>Civil War Cooking</b> books offer recipes for food eaten in the Civil War period updated for modern cooking techniques. Recipes are accompanied by simple descriptions of favorite foods, battlefield privations, and foraging on the run.  Though presented as what soldiers might have cooked and eaten, several recipes require equipment that the average foot soldier would not have carried in the field.		Summer 2000	2000-06-01	Annotation			Blue Earth Books	1999-09-01		FKGeneral, FKChildren		"<img hspace=6 align=LEFT width=161 height=138 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DosierCivilWarCooking.jpg"">"						
2024	312245467		Hidden Witness: African-American Images from the Dawn of Photography to the Civil War		Wilson, Jackie N.			Furnished with photos selected from the author's and the J. Paul Getty Museum's collections, this album visually records black life during the antebellum and War years. The images mostly portray wealthy freedmen and women in formal poses.		Summer 2000	2000-06-01	Annotation			St. Martin's Press	1999-10-01		PAGeneral		"<img hspace=6 align=LEFT width=161 height=173 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/JackieWilsonHiddenWitness.jpg"">"						
1518	380976420		Faded Coat of Blue	Faded Coat of Blue: A Novel	Parry, Owen			Abel Jones enters this mystery tale just as Anthony Fowler, a privileged son of Philadelphia, exits -- in an unnatural death on the Union line. Bodies keep dropping even as Jones is dispatched by General McClellan to find the truth.<p>		Fall 1999	1999-09-01	Annotation			Avon Books	1999-10-01		FicGeneral		"<img hspace=6 align=LEFT width=161 height=274 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/OwenParryFadedCoatofBle.jpg"">"						
1857	1557285659		Civil War Arkansas: Beyond Battles and Leaders		Bailey, Anne J.	Sutherland, Daniel E.		"Eleven essays and an overview of earlier scholarly efforts are found in Civil War Arkansas. Among the subjects treated: Arkansas's ""semi-primitive"" image, Confederate strategy, irregular warfare, and atrocities against black soldiers."		Summer 2000	2000-06-01	Annotation			University of Arkansas Press	1999-11-01		MilGeneral, Battles		"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AnneBaileyCivilWarArkansas.jpg"">"						
2203	1883522137		Swear Like a Trooper: A Dictionary of Military Words & Phrases		Priest, William			"From ""about-face"" to ""Zou-Zou,"" this military dictionary offers definitions, dates of usage, and further sources for some 5,000 words, phrases, and acronyms. Although international in scope, it has entries to the Civil War and charts with 19th century military rankings."		Spring 2001	2001-03-01	Annotation			Rockbridge Pub.	1999-11-01				"<img hspace=6 align=LEFT width=161 height=240 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WilliamPriestSwearLikeATrooper.jpg"">"						
2185	486409007		History of the Civil War, 1861-1865		Rhodes, James Ford	Long, E. B.		Honored with a Pulitzer in 1917, James Ford Rhodes's text is reprinted here with a new introduction by John Herbert Roper. The narrative emphasizes the conflict between slavery and freedom, providing an example of historiography from its era. Contains explanatory footnotes, endnotes, and an index.		Spring 2001	2001-03-01	Annotation			Dover Publications, Inc.	1999-11-01				"<img hspace=6 align=LEFT width=161 height=255 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/JamesRhodesHistoryoftheCivilWar.jpg"">"						
2145	815628501		The Religious World of Antislavery Women; Spirituality in the Lives of Five Abolitionist Lecturers		Speicher, Anna M.			Pushing the boundaries of sexual propriety and of Christian orthodoxy, the female abolitionists studied by Anna M. Speicher challenged prevailing conventions. Speicher looks at the women's perceptions of how religion affected their social activism.		Summer 2000	2000-06-01	Annotation			Syracuse University Press	1999-11-01		SocGeneral, Women		"<img hspace=6 align=LEFT width=161 height=245 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AnnaSpeicherTheReligiousWorldofAntislaveryWomen.jpg"">"						
1853	1572491132		Confederate Retaliation: McCausland's 1864 Raid		Haselberger, Fritz			"""The destruction was carried out in the most efficient and ruthless manner imaginable,"" Fritz Haselberger writes of the torching of Chambersburg, Maryland. It was Jubal Early's payback for the Union's Shenandoah Valley plundering."		Summer 2000	2000-06-01	Annotation			White Mane Publishing Company	1999-11-01		MilGeneral, Battles		"<img hspace=6 align=LEFT width=161 height=232 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/HaselbergerConfederateRetaliation.jpg"">"						
1867	253335604		Dear Sarah: Letters Home from a Soldier of the Iron Brigade		Pardington, John Henry	Lassen, Coralou P.		"""God knows there has been enough Blood split in this curssed War,"" Corporal John Pardington wrote his wife, in what proved to be his final letter. Dear Sarah contains his dispatches through his death at Gettysburg."		Summer 2000	2000-06-01	Annotation			Indiana University Press	1999-11-01		MilGeneral, MilPersonal		"<img hspace=6 align=LEFT width=161 height=240 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LassendearSarah.jpg"">"						
2146	807124494	$22.95	Alamance: The Holt Family and Industrialization in a North Carolina County, 1837-1900		Beatty, Bess			<b>Alamance</b> offers a social history of southern industrial development by examining one far-reaching textile enterprise. The firm profited from the War, but rising post-war tensions between workers and management heralded a new era of business.		Summer 2000	2000-06-01	Annotation			Louisiana State University Press	1999-11-01			industry, post-war, Reconstruction, Alamance, Beatty, Holt Family	"<img hspace=6 align=LEFT width=161 height=244 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/BessBeattyAlamance.jpg"">"						
1551	1585008052		The Ghosts of Antietam		Grissmer, John			"This alternate history of the 1860s presents interconnected figures and fates. In one scene, a devious Edwin Stanton brags to Richard Nixon that Antietam was his greatest victory - over George McClellan.  ""The Democrats were the true enemy, you know,"" Stanton explains."		Winter 2001	2000-12-01	Annotation			1st Books Library	1999-12-01		FicGeneral		"<img hspace=6 align=LEFT width=161 height=224 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GrissmerTheGhostsofAntietam.jpg"">"						
2144	817310401		Wrestlin' Jacob: A Portrait of Religion in Antebellum Georgia and the Carolina Low Country		Clarke, Erskine			This reprint of Erskine Clarke's 1979 book about the complex interaction of politics, evangelism, and race in the prewar South concludes that proselytization by white preachers of slaves unwittingly encouraged the postwar emergence of black churches.		Summer 2000	2000-06-01	Annotation			University of Alabama Press	2000-01-01				"<img hspace=6 align=LEFT width=161 height=248 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/EskrineClarkeWrestlinJacob.jpg"">"						
1451	087833176X	$26.95	After the Thunder: Fourteen Men Who Shaped Post-Civil War America		Jones, Wilmer L.			Wilmer Jones traces the postwar careers of well-known Civil War figures. The victorious unionists generally persisted in political and military ambitions, while the defeated Confederates took up education, business, or vindicating themselves on paper.		Summer 2000	2000-06-01	Annotation			Taylor Publishing Co. (TX)	2000-01-01			generals, Union, Confederate	"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WilmerJonesAftertheThunder.jpg"">"						
1454	081170887X	$27.95	Kill-Cavalry: The Life of Union General Hugh Judson Kilpatrick		Martin, Samuel J.			"""I know Kilpatrick is one hell of a damned fool, but I want just that sort of man to command my cavalry,"" Sherman remarked about the irascible scoundrel whose exploits from West Point to post-war diplomatic service are portrayed in <b>Kill-Cavalry</b>. First Stackpole edition."		Summer 2000	2000-06-01	Annotation			Stackpole Books	2000-01-01			cavalry, Kilpatrick, Union	"<img hspace=6 align=LEFT width=161 height=262 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SamuelMartinKillCavalry.jpg"">"						
2181	820321621		Nature's Management: Writings on Landscape and Reform, 1822-1852		Ruffin, Edmund	Ruffin, Edumund	Kirby, Jack Temple	"Although best remembered for his fervent secessionism, Edmund Ruffin was equally passionate about agronomy. This edited edition of Ruffin's tracts on agriculture shows its author to be a farsighted agrarian reformer who promoted public works and counseled against soil depletion. Describing Ruffin as an anti-Malthusian, Jack Temple Kirby observes that the Virginian advocated ""a use of resources so wise as to ensure plenty and continuity."""		Winter 2001	2000-12-01	Annotation			University of Georgia Press	2000-02-01		SocGeneral, PolGeneral		"<img hspace=6 align=LEFT width=161 height=263 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/RuffinNature'sManagement.jpg"">"						
2143	674002717		Incidents in the Life of a Slave Girl, Written by Herself: Now with A True Tale of Slavery,  by John Jacobs		Jacobs, Harriet A.	Jacobs, John S.	Yellin, Jean Fagan	Born in North Carolina, Harriet Jacobs fled slavery and hid for seven years before escaping north. The 1861 publication of her story occasioned a sensation. This edition includes a chronology and some of Jacob's letters from the 1850s.		Summer 2000	2000-06-01	Annotation			Harvard University Press	2000-02-01		SocGeneral, Slavery		"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/HarrietJacobsIncidentsInTheLifeOfASlaveGirl.jpg"">"						
1615	1563978520		Lincoln's Little Girl		Trump, Fred			The actual experiences of 11-year-old Grace Bedell, who famously suggested that Lincoln grow whiskers, are conveyed in this new edition of Fred Trump's 1977 biography. Trump recreates Bedell's life as a girl growing up in western New York and a young woman homesteading in Kansas.		Summer 2000	2000-06-01	Annotation			Boyds Mills Press	2000-02-01				"<img hspace=6 align=LEFT width=161 height=247 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TrumpLincoln'sLittleGirl.jpg"">"						
1614	812590929		1870: Not with Our Blood		Massie, Elizabeth			After his father perishes at Gettysburg, teenager Patrick O'Neal migrates to New England. Forced to take mill work alongside his younger siblings, Patrick refuses to abandon his hope to attend college and become a socialist writer.		Summer 2000	2000-06-01	Annotation			Tor Books	2000-03-01				"<img hspace=6 align=LEFT width=161 height=258 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/MassieNotWithOurBlood.jpg"">"						
1903	1565546962		The Flags of Civil War South Carolina		Dedmondt, Glenn			Computer-generated color images of the more than 100 governmental and military flags flown in South Carolina during the War are found in Glenn Dedmondt's book, along with explanatory text about each flag's origin and current location.		Winter 2001	2000-12-01	Annotation			Pelican Publishing Company, Inc.	2000-03-01		MilGeneral, PAGeneral		"<img hspace=6 align=LEFT width=161 height=225 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GlennDedmondtTheFlagsofCivilWarSouthCarolina.jpg"">"						
1612	761315675		Charley Waters Goes to Gettysburg		Sinnott, Susan	Handelman, Dorothy		Gettysburg's drama is relived through the eyes of an eight-year-old who joins his father's regiment. The text introduces reenacting on the field and behind the scenes, and is complemented by photos, a glossary, and a bibliography.		Summer 2000	2000-06-01	Annotation			Millbrook Press	2000-03-01				"<img hspace=6 align=LEFT width=161 height=176 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SusanSinnottCharleyWatersGoestoGettysburg.jpg"">"						
1863	1572491744		Cavalry on the Roads to Gettysburg: Kilpatrick at Hanover and Hunterstown		Rummel, George A.			In the days prior to Gettysburg, Judson Kilpatrick's cavalry division clashed nearby with Jeb Stuart's units. The outcomes were indecisive, but this study looks also at the roles played by George Custer, Fitzhugh Lee, and Wade Hampton in the fighting.		Summer 2000	2000-06-01	Annotation			White Mane Publishing Company	2000-03-01		MilGeneral, Battles		"<img hspace=6 align=LEFT width=161 height=232 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/RummelCavalryontheRoadstoGettysburg.jpg"">"						
2177	865546800		Calhoun's Philosophy of Politics: A Study of A Disfunction on Government		Brown, Guy Story			In this detailed commentary on <i>A Disquisition on Government</i>, Guy Story Brown addresses the philosophical and historical context in which John C. Calhoun developed his distinctive account of political theory and practice.		Winter 2001	2000-12-01	Annotation			Mercer University Press	2000-03-01		SocGeneral, PolGeneral		"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GuyBrownCalhoun'sPhilosophyofPolitics.jpg"">"						
1843	807125660		Thank God My Regiment an African One: The Civil War Diary of Colonel Nathan W. Daniels		Weaver, C. P.	Bearss, Edwin C.		Nathan W. Daniels commanded a Louisiana Native Guards regiment. Exiled by General Nathaniel Banks to garrison duty with his regiment at Ship Island, Mississippi, Daniels kept a lucid diary recording his experiences. Now in paperback.		Summer 2000	2000-06-01	Annotation			Louisiana State University Press	2000-03-01		MilGeneral, Regiment		"<img hspace=6 align=LEFT width=161 height=238 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ClareWeaverThankGodMyRegimentanAfricanOne.jpg"">"						
2197	865545901		Myra Inman: A Diary of the Civil War in East Tennessee		Snell, William R.			Started in 1859 when she was 13 years old, Myra Inman's diary records the life of a staunch Confederate girl who mostly perceived the war from afar, passing the time with school, church, and a reading group. Editor William R. Snell has added an introduction and footnotes.		Spring 2001	2001-03-01	Annotation			Mercer University Press	2000-03-01				"<img hspace=6 align=LEFT width=161 height=256 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SnellMyraInman.jpg"">"						
1900	1573800791		The Insiders' Guide to Civil War Sites in the Southern States		McKay, John E.			Travelers with the Civil War on their mind will enjoy John McKay's guide to land and naval battles in eight Deep South states. He presents historical background, directions to lesser known sites, photographs, letter excerpts, and lodging tips.		Winter 2001	2000-12-01	Annotation			Insiders' Guide (MT)	2000-03-01		MilGeneral, Battles		"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/JohnMcKayCivilWarSites.jpg"">"						
1849	1557508208		Andrew Foote: Civil War Admiral on Western Waters		Tucker, Spencer C.			Andrew Foote is best remembered for his role in the capture of Forts Henry and Donelson and Island No. 10. This biography looks also at the Connecticut-born admiral's work as social reformer favoring temperance and abolition.		Summer 2000	2000-06-01	Annotation			Naval Institute Press	2000-04-01		MilGeneral, Warfare		"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SpencerTuckerAndrewFoote.jpg"">"						
2147	807848395		Ben Tillman and the Reconstruction of White Supremacy		Kantrowitz, Stephen David			Kantrowitz outlines, through the life and career of South Carolina politician Tillman, the development of white supremacist politics and opposition to northern corporate powers after the War.		Summer 2000	2000-06-01	Annotation			University of North Carolina Press	2000-04-01		SocGeneral, Reconstruction		"<img hspace=6 align=LEFT width=161 height=257 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/KantrowitzBenTillman.jpg"">"						
